"ID","Title","URL","Is Premium","Acceptance %","Difficulty","Frequency %"
"254","Factor Combinations","/problems/factor-combinations","Y","48.8%","Medium","18.1686%;"
"261","Graph Valid Tree","/problems/graph-valid-tree","Y","46.9%","Medium","5.61953%;"
"286","Walls and Gates","/problems/walls-and-gates","Y","60.3%","Medium","12.4974%;"
"300","Longest Increasing Subsequence","/problems/longest-increasing-subsequence","N","51.6%","Medium","7.26015%;"
"301","Remove Invalid Parentheses","/problems/remove-invalid-parentheses","N","47.1%","Hard","13.7002%;"
"322","Coin Change","/problems/coin-change","N","41.6%","Medium","20.9933%;"
"323","Number of Connected Components in an Undirected Graph","/problems/number-of-connected-components-in-an-undirected-graph","Y","62.1%","Medium","11.3754%;"
"329","Longest Increasing Path in a Matrix","/problems/longest-increasing-path-in-a-matrix","N","52.2%","Hard","18.6726%;"
"331","Verify Preorder Serialization of a Binary Tree","/problems/verify-preorder-serialization-of-a-binary-tree","N","44.3%","Medium","14.4051%;"
"380","Insert Delete GetRandom O(1)","/problems/insert-delete-getrandom-o1","N","52.0%","Medium","3.32556%;"
"387","First Unique Character in a String","/problems/first-unique-character-in-a-string","N","59.0%","Easy","1.28271%;"
"394","Decode String","/problems/decode-string","N","57.6%","Medium","20.3103%;"
"486","Predict the Winner","/problems/predict-the-winner","N","50.8%","Medium","10.7041%;"
"560","Subarray Sum Equals K","/problems/subarray-sum-equals-k","N","44.0%","Medium","1.64227%;"
"658","Find K Closest Elements","/problems/find-k-closest-elements","N","46.8%","Medium","8.01211%;"
"670","Maximum Swap","/problems/maximum-swap","N","47.9%","Medium","15.3978%;"
"680","Valid Palindrome II","/problems/valid-palindrome-ii","N","39.3%","Easy","6.92671%;"
"694","Number of Distinct Islands","/problems/number-of-distinct-islands","Y","60.6%","Medium","22.1167%;"
"735","Asteroid Collision","/problems/asteroid-collision","N","44.4%","Medium","19.8015%;"
"739","Daily Temperatures","/problems/daily-temperatures","N","66.6%","Medium","5.33863%;"
"772","Basic Calculator III","/problems/basic-calculator-iii","Y","48.6%","Hard","28.6985%;"
"785","Is Graph Bipartite?","/problems/is-graph-bipartite","N","52.7%","Medium","5.04702%;"
"787","Cheapest Flights Within K Stops","/problems/cheapest-flights-within-k-stops","N","35.9%","Medium","3.45648%;"
"489","Robot Room Cleaner","/problems/robot-room-cleaner","Y","76.5%","Hard","18.7872%;"
"945","Minimum Increment to Make Array Unique","/problems/minimum-increment-to-make-array-unique","N","50.3%","Medium","64.3929%;"
"947","Most Stones Removed with Same Row or Column","/problems/most-stones-removed-with-same-row-or-column","N","58.8%","Medium","2.72278%;"
"968","Binary Tree Cameras","/problems/binary-tree-cameras","N","46.8%","Hard","14.222%;"
"992","Subarrays with K Different Integers","/problems/subarrays-with-k-different-integers","N","54.4%","Hard","11.1261%;"
"993","Cousins in Binary Tree","/problems/cousins-in-binary-tree","N","54.2%","Easy","15.6867%;"
"994","Rotting Oranges","/problems/rotting-oranges","N","52.5%","Medium","3.89571%;"
"1004","Max Consecutive Ones III","/problems/max-consecutive-ones-iii","N","63.4%","Medium","3.66753%;"
"1011","Capacity To Ship Packages Within D Days","/problems/capacity-to-ship-packages-within-d-days","N","64.6%","Medium","14.593%;"
"1099","Two Sum Less Than K","/problems/two-sum-less-than-k","Y","60.8%","Easy","3.03389%;"
"1048","Longest String Chain","/problems/longest-string-chain","N","59.1%","Medium","6.83421%;"
"1249","Minimum Remove to Make Valid Parentheses","/problems/minimum-remove-to-make-valid-parentheses","N","65.7%","Medium","6.63488%;"
"1293","Shortest Path in a Grid with Obstacles Elimination","/problems/shortest-path-in-a-grid-with-obstacles-elimination","N","45.6%","Hard","8.33916%;"
"1352","Product of the Last K Numbers","/problems/product-of-the-last-k-numbers","N","49.7%","Medium","28.7858%;"
"1366","Rank Teams by Votes","/problems/rank-teams-by-votes","N","58.6%","Medium","14.4051%;"
"1444","Number of Ways of Cutting a Pizza","/problems/number-of-ways-of-cutting-a-pizza","N","58.0%","Hard","100%;"
"2096","Step-By-Step Directions From a Binary Tree Node to Another","/problems/step-by-step-directions-from-a-binary-tree-node-to-another","N","48.8%","Medium","7.82199%;"
"2115","Find All Possible Recipes from Given Supplies","/problems/find-all-possible-recipes-from-given-supplies","N","48.4%","Medium","8.93017%;"
